channel_title	likes
Kelly Clarkson	46044
nigahiga	534452
Jaclyn Hill	113740
Charlie Puth	113793
Selena Gomez	784549
Michelle Khare	32913
johnmayerVEVO	72585
Clash Royale	267096
NikkieTutorials	154050
MeghanTrainorVEVO	39993
SamSmithWorldVEVO	332345
Bleacher Report	22124
Cobra Kai	31572
davematthewsbandVEVO	5272
emmymadeinjapan	8419
Team Coco	60421
EnriqueIglesiasVEVO	224741
Studio C	12724
VH1	210507
Architectural Digest	11374
OmarGoshTV	51407
Vanity Fair	20014
ChildishGambinoVEVO	4776680
Gallant	8319
Olivia Jade	22323
Universal Pictures	16218
iJustine	33748
carrieunderwoodVEVO	53959
BBC Three	11933
Smosh	37643
PewDiePie	493211
videogamedunkey	131699
What's Inside?	40273
Marzia	431493
How Ridiculous	142035
LiamPayneVEVO	554509
MalumaVEVO	853193
INSIDER	142231
Battle Universe	11926
Jess Glynne	89910
CelineDionVEVO	564493
weezer	37446
DALLMYD	33988
Good Mythical Morning	42290
JunsKitchen	146799
ESPN	6951
Britain's Got Talent	14948
The Film Theorists	110988
Kandee Johnson	30138
Daily Dose Of Internet	55730
BuzzFeedVideo	83247
FBE	36774
CNN	2285
MatthewSantoro	13781
Netflix	44430
Simon's Cat	30502
HellthyJunkFood	14466
FOX Soccer	8202
Tasty	53028
Eh Bee Family	21829
BANGTANTV	994561
Disney Movie Trailers	117406
Matthias	62597
Philip DeFranco	140175
MLG Highlights	19247
JelloApocalypse	62683
As/Is	21842
Amber Scholl	53055
DanTDM	37276
Jake Paul	82045
Brave Wilderness	57292
Tati	51721
REACT	31529
The Graham Norton Show	12362
jacksfilms	51635
Late Night with Seth Meyers	4665
The Late Late Show with James Corden	158477
Tia Mowry's Quick Fix	13946
The Late Show with Stephen Colbert	14104
TheEllenShow	194147
NickyJamTV	204573
John Mayer	127947
AzealiaBanksVEVO	73346
The Sims	71638
ArianaGrandeVevo	121974
Domics	153432
Mr. Kate	62929
WIRED	81359
H O N N E	11254
Will Smith	119382
Panic! At The Disco	182539
Skip and Shannon: UNDISPUTED	2027
DidYouKnowGaming?	6947
SciShow	7576
CAguileraVEVO	410491
ZaynVEVO	535043
Lauv	31564
TED-Ed	10850
BBCRadio1VEVO	23025
camelsandfriends	18528
The Tonight Show Starring Jimmy Fallon	5675
Bad Lip Reading	263401
The Daily Show with Trevor Noah	10904
The Voice	13137
PBS Eons	40041
CollegeHumor	42329
KathleenLights	26989
Screen Junkies	22021
Nat Geo WILD	14522
Dude Perfect	394189
IFC Films	2328
American Idol	18647
Rudy Mancuso	183781
Warner Bros. Pictures	120656
Bleecker Street	1910
LOL Network	8754
ShawnMendesVEVO	23050
Bon Appétit	22508
Dancing With The Stars	2341
Saturday Night Live	64279
CrazyRussianHacker	26585
ABC News (Australia)	3728
miniminter	100783
The King of Random	12160
NickiMinajAtVEVO	179746
The Game Theorists	116052
BBC News	2765
LaurDIY	95997
Lucas the Spider	253182
Bill Gates	10067
NBC Sports	2233
Hannah Stocking	120324
FC Barcelona	10051
FaZe Rug	115245
BBC Sport	8538
Daddy Yankee	571933
SZAVEVO	198757
TODAY	5411
Team Edge	19968
ibighit	5530568
Safiya Nygaard	308808
FifthHarmonyVEVO	601335
AaronsAnimals	33659
Dan And Shay	28824
BuzzFeed Celeb	604352
Brad Mondo	45528
zefrank1	56879
Call of Duty	343866
Vox	8162
AsapSCIENCE	561273
BackstreetBoysVEVO	384824
Binging with Babish	34465
SigridVEVO	54982
CalumScottVEVO	129808
Movieclips Trailers	54004
CBS This Morning	11917
JennaMarbles	329550
Gabbie Hanna	137560
itsAlexClark	39261
Paramount Pictures	169473
You Suck At Cooking	33723
Dragonfoxgirl	313744
20th Century Fox	336625
jacksepticeye	54094
Laura Lee	37493
James Charles	221365
TaylorSwiftVEVO	113781
E! Entertainment	5464
Focus Features	35340
Complex	113556
Microsoft Surface	46076
grav3yardgirl	302901
How To Cake It	18524
TheOdd2sOut	95225
Teen Vogue	57222
Linus Tech Tips	82888
Lucas and Marcus	143957
Rooster Teeth	25109
Papa Jake	29606
Strictly Dumpling	14684
MBCentertainment	52264
Kurzgesagt – In a Nutshell	234796
Kelly Clarkson	46486
nigahiga	535806
Jaclyn Hill	114148
Charlie Puth	114868
Selena Gomez	796926
Michelle Khare	33043
johnmayerVEVO	73349
Clash Royale	267199
NikkieTutorials	155357
MeghanTrainorVEVO	40176
SamSmithWorldVEVO	335666
Bleacher Report	22211
Cobra Kai	31660
davematthewsbandVEVO	5324
emmymadeinjapan	8452
Team Coco	61061
EnriqueIglesiasVEVO	228196
Nintendo	39979
Studio C	12764
VH1	211999
Architectural Digest	11520
OmarGoshTV	51540
Vanity Fair	20114
ChildishGambinoVEVO	4836448
Gallant	8462
EverythingApplePro	21283
Olivia Jade	22482
Universal Pictures	16290
iJustine	34039
carrieunderwoodVEVO	54340
BBC Three	11989
Smosh	37765
PewDiePie	494130
videogamedunkey	131994
What's Inside?	40519
Marzia	431977
How Ridiculous	142619
Maroon5VEVO	406604
Smosh	57332
Simone Giertz	102940
Gabbie Hanna	139013
itsAlexClark	30863
Skip and Shannon: UNDISPUTED	4889
HellthyJunkFood	7770
America's Got Talent	22878
Erika Costell	128992
Entertainment Tonight	2673
Jimmy Kimmel Live	19535
weezer	70288
The Daily Show with Trevor Noah	12506
TheEllenShow	7993
Markiplier	92844
James Charles	128639
Screen Junkies	48414
DALLMYD	40735
Good Mythical Morning	45977
JunsKitchen	166932
ESPN	7743
CNN	11998
Kandee Johnson	55499
Bachelor Nation on ABC	936
Britain's Got Talent	19737
The Film Theorists	117899
Daily Dose Of Internet	58680
BuzzFeedVideo	89469
FBE	41236
MatthewSantoro	15148
Netflix	60289
Simon's Cat	33869
FOX Soccer	8530
BANGTANTV	1042562
Eh Bee Family	23511
Tasty	55923
Disney Movie Trailers	130543
Matthias	65699
MLG Highlights	19379
Amber Scholl	54893
Philip DeFranco	141985
As/Is	23237
JelloApocalypse	66311
Brave Wilderness	59153
Jake Paul	84806
DanTDM	37882
REACT	32733
Tati	53820
jacksfilms	52650
The Graham Norton Show	12950
Late Night with Seth Meyers	5147
The Late Late Show with James Corden	165486
Tia Mowry's Quick Fix	14773
NickyJamTV	223896
The Late Show with Stephen Colbert	14906
John Mayer	137442
AzealiaBanksVEVO	76801
The Sims	72880
H O N N E	12133
ArianaGrandeVevo	124928
Domics	155196
Mr. Kate	64792
WIRED	85378
Panic! At The Disco	189578
Will Smith	123466
Lauv	33862
DidYouKnowGaming?	7109
SciShow	7695
CAguileraVEVO	431060
ZaynVEVO	556645
TED-Ed	11136
BBCRadio1VEVO	24410
The Tonight Show Starring Jimmy Fallon	5793
camelsandfriends	21951
Bad Lip Reading	267802
The Voice	13333
PBS Eons	40907
CollegeHumor	42631
KathleenLights	27331
Nat Geo WILD	15377
Dude Perfect	398740
IFC Films	2950
American Idol	18882
Rudy Mancuso	186699
Warner Bros. Pictures	121576
Bleecker Street	1960
LOL Network	8925
ShawnMendesVEVO	23512
Bon Appétit	22686
Dancing With The Stars	2365
Saturday Night Live	64706
CrazyRussianHacker	26770
miniminter	102045
ABC News (Australia)	3735
The King of Random	12202
NickiMinajAtVEVO	181363
The Game Theorists	117231
BBC News	2769
LaurDIY	97054
Lucas the Spider	255092
Bill Gates	10374
NBC Sports	2243
Hannah Stocking	124337
FC Barcelona	10086
FaZe Rug	115805
BBC Sport	8920
Daddy Yankee	581378
SZAVEVO	201011
Team Edge	20154
ibighit	5595203
Safiya Nygaard	312397
Dan And Shay	31383
FifthHarmonyVEVO	614676
AaronsAnimals	34575
BuzzFeed Celeb	611356
zefrank1	57269
Brad Mondo	45849
Call of Duty	346030
Vox	8246
BackstreetBoysVEVO	396826
AsapSCIENCE	564046
Binging with Babish	34709
SigridVEVO	57495
CalumScottVEVO	133606
Movieclips Trailers	54636
CBS This Morning	11933
JennaMarbles	330924
Paramount Pictures	170269
You Suck At Cooking	33834
Dragonfoxgirl	319195
20th Century Fox	338251
jacksepticeye	54313
Laura Lee	37624
TaylorSwiftVEVO	114913
E! Entertainment	5524
Focus Features	35413
Complex	114097
Microsoft Surface	46886
grav3yardgirl	303544
How To Cake It	18619
TODAY	22049
TheOdd2sOut	95686
Teen Vogue	59194
Linus Tech Tips	83158
Lucas and Marcus	146110
Rooster Teeth	25158
Papa Jake	29809
Strictly Dumpling	14823
MBCentertainment	52570
Kurzgesagt – In a Nutshell	235915
Kelly Clarkson	47232
nigahiga	538201
Jaclyn Hill	114636
Charlie Puth	116469
Selena Gomez	817504
Michelle Khare	33234
johnmayerVEVO	74217
Clash Royale	267384
NikkieTutorials	156290
MeghanTrainorVEVO	40434
SamSmithWorldVEVO	340361
Bleacher Report	22324
Cobra Kai	31809
davematthewsbandVEVO	5411
Team Coco	62021
emmymadeinjapan	8493
TED	60103
EnriqueIglesiasVEVO	233697
Nintendo	40175
Studio C	12821
VH1	213925
Architectural Digest	11738
OmarGoshTV	51778
Vanity Fair	20216
Gallant	8683
ChildishGambinoVEVO	4934188
Olivia Jade	22680
EverythingApplePro	21387
Gorillaz	337517
Maroon5VEVO	740543
Clean Bandit	101802
Smosh	63516
Gabbie Hanna	172339
ESPN	3332
Simone Giertz	109170
HellthyJunkFood	8955
itsAlexClark	34548
FoxStarHindi	587326
America's Got Talent	25326
Skip and Shannon: UNDISPUTED	5206
Erika Costell	136098
Entertainment Tonight	3316
Jimmy Kimmel Live	21094
weezer	77372
The Daily Show with Trevor Noah	13584
TheEllenShow	8878
Markiplier	96610
James Charles	132433
Screen Junkies	49792
DALLMYD	41780
Kandee Johnson	59093
Good Mythical Morning	46641
JunsKitchen	170218
CNN	13117
Britain's Got Talent	20468
The Film Theorists	119291
Daily Dose Of Internet	59212
Bachelor Nation on ABC	1050
BuzzFeedVideo	90543
FBE	42163
MatthewSantoro	15509
Netflix	64066
Simon's Cat	34561
FOX Soccer	8605
BANGTANTV	1051574
Eh Bee Family	23885
Tasty	56559
Disney Movie Trailers	134367
Matthias	66559
MLG Highlights	19399
Amber Scholl	55338
Philip DeFranco	142305
As/Is	23544
JelloApocalypse	67356
Brave Wilderness	59584
Jake Paul	85410
DanTDM	38106
REACT	32994
Tati	54197
jacksfilms	52885
The Graham Norton Show	13046
Late Night with Seth Meyers	5265
The Late Late Show with James Corden	168235
Tia Mowry's Quick Fix	14907
NickyJamTV	228651
The Late Show with Stephen Colbert	15095
John Mayer	139859
AzealiaBanksVEVO	77728
The Sims	73162
H O N N E	12328
ArianaGrandeVevo	125478
Domics	156158
Mr. Kate	65266
WIRED	86268
Panic! At The Disco	191161
Lauv	34556
Will Smith	124748
DidYouKnowGaming?	7139
SciShow	7724
CAguileraVEVO	437897
ZaynVEVO	561535
TED-Ed	11194
BBCRadio1VEVO	24684
The Tonight Show Starring Jimmy Fallon	5841
camelsandfriends	22765
Bad Lip Reading	268759
The Voice	13388
PBS Eons	41118
CollegeHumor	42743
KathleenLights	27426
Nat Geo WILD	15611
Dude Perfect	399854
IFC Films	3050
American Idol	18965
Rudy Mancuso	187497
Warner Bros. Pictures	121837
Bleecker Street	1972
LOL Network	9029
ShawnMendesVEVO	23655
Bon Appétit	22749
Dancing With The Stars	2372
Saturday Night Live	64862
CrazyRussianHacker	26846
miniminter	102463
The King of Random	12211
NickiMinajAtVEVO	181805
The Game Theorists	118051
BBC News	2770
LaurDIY	97339
Lucas the Spider	255690
Bill Gates	10434
NBC Sports	2246
FaZe Rug	115959
BBC Sport	9043
Daddy Yankee	585088
SZAVEVO	201710
Team Edge	20209
ibighit	5613827
Safiya Nygaard	313926
Dan And Shay	32019
FifthHarmonyVEVO	617696
AaronsAnimals	34833
BuzzFeed Celeb	613378
zefrank1	57361
Brad Mondo	46001
Call of Duty	346538
Vox	8260
BackstreetBoysVEVO	400106
AsapSCIENCE	564804
Binging with Babish	34788
SigridVEVO	58167
CalumScottVEVO	134587
Movieclips Trailers	54831
JennaMarbles	331484
Paramount Pictures	170480
You Suck At Cooking	33881
Dragonfoxgirl	320851
20th Century Fox	338755
jacksepticeye	54368
Laura Lee	37668
TaylorSwiftVEVO	115200
E! Entertainment	5551
Focus Features	35433
Complex	114306
Microsoft Surface	47121
grav3yardgirl	303724
TODAY	22108
TheOdd2sOut	95807
Teen Vogue	59711
Linus Tech Tips	83245
Lucas and Marcus	146847
Rooster Teeth	25176
Papa Jake	29892
Strictly Dumpling	14857
MBCentertainment	52665
Kurzgesagt – In a Nutshell	236223
Kelly Clarkson	47429
nigahiga	538895
Jaclyn Hill	114737
Charlie Puth	116913
Selena Gomez	823780
Michelle Khare	33298
johnmayerVEVO	74431
Clash Royale	267429
NikkieTutorials	156492
MeghanTrainorVEVO	40491
SamSmithWorldVEVO	341663
Bleacher Report	22368
Cobra Kai	31858
davematthewsbandVEVO	5431
Team Coco	62303
emmymadeinjapan	8514
TED	60347
EnriqueIglesiasVEVO	234974
Nintendo	40212
Studio C	12842
VH1	214729
Architectural Digest	11817
OmarGoshTV	51826
ABC News (Australia)	48648
Gallant	8761
ChildishGambinoVEVO	4962403
Olivia Jade	22717
EverythingApplePro	21405
Universal Pictures	16409
Gorillaz	522388
Maroon5VEVO	1207659
Safiya Nygaard	149881
ibighit	1437859
Clean Bandit	146967
colinfurze	79987
AsapSCIENCE	15705
Because Science	15476
keshaVEVO	49622
The View	2459
Smosh	69651
Netflix	6153
Gabbie Hanna	229813
5SOSVEVO	37969
The Daily Show with Trevor Noah	14185
GQ	25190
Simone Giertz	113382
Marshmello	145541
HellthyJunkFood	9965
itsAlexClark	37343
FoxStarHindi	637211
America's Got Talent	29848
Entertainment Tonight	3910
SciShow	11361
Erika Costell	146436
Skip and Shannon: UNDISPUTED	5425
Jimmy Kimmel Live	22399
weezer	85780
TheEllenShow	9838
Markiplier	101164
As/Is	18353
James Charles	137211
Screen Junkies	51399
DALLMYD	43037
Kandee Johnson	61959
Good Mythical Morning	47602
JunsKitchen	174746
CNN	14226
Britain's Got Talent	21413
The Film Theorists	121326
Bachelor Nation on ABC	1137
Daily Dose Of Internet	59845
FBE	43275
BuzzFeedVideo	92031
MatthewSantoro	15958
Simon's Cat	35563
FOX Soccer	8689
BANGTANTV	1068219
Eh Bee Family	24318
Tasty	57427
Disney Movie Trailers	140009
Matthias	67581
MLG Highlights	19417
Amber Scholl	55790
Philip DeFranco	142606
JelloApocalypse	68590
Jake Paul	86355
Brave Wilderness	60292
DanTDM	38355
REACT	33601
Tati	54749
jacksfilms	53216
The Graham Norton Show	13178
The Late Late Show with James Corden	172028
Late Night with Seth Meyers	5467
Tia Mowry's Quick Fix	15173
NickyJamTV	237639
The Late Show with Stephen Colbert	15321
John Mayer	143765
AzealiaBanksVEVO	79345
H O N N E	12676
The Sims	73741
ArianaGrandeVevo	126599
Domics	157770
Mr. Kate	66027
WIRED	87957
Panic! At The Disco	194314
Will Smith	126460
Lauv	35615
CAguileraVEVO	449395
DidYouKnowGaming?	7180
ZaynVEVO	570423
TED-Ed	11289
BBCRadio1VEVO	25130
The Tonight Show Starring Jimmy Fallon	5900
camelsandfriends	24359
Bad Lip Reading	270385
The Voice	13459
PBS Eons	41416
KathleenLights	27574
Nat Geo WILD	15889
Dude Perfect	401835
IFC Films	3172
American Idol	19068
Rudy Mancuso	188675
Warner Bros. Pictures	122189
LOL Network	9151
ShawnMendesVEVO	23889
Bon Appétit	22865
Dancing With The Stars	2389
Saturday Night Live	65091
CrazyRussianHacker	27031
miniminter	103161
The King of Random	12235
NickiMinajAtVEVO	182652
The Game Theorists	118762
LaurDIY	97797
Lucas the Spider	256786
Bill Gates	10582
NBC Sports	2246
FaZe Rug	116178
Daddy Yankee	592782
BBC Sport	9212
SZAVEVO	202761
Team Edge	20323
Dan And Shay	33289
FifthHarmonyVEVO	623311
AaronsAnimals	35294
BuzzFeed Celeb	617531
zefrank1	57543
Brad Mondo	46273
Call of Duty	347491
Vox	8276
BackstreetBoysVEVO	405634
Binging with Babish	34885
SigridVEVO	59584
CalumScottVEVO	136499
Movieclips Trailers	55224
JennaMarbles	332099
You Suck At Cooking	33941
Paramount Pictures	170862
Dragonfoxgirl	324688
20th Century Fox	339695
jacksepticeye	54453
Laura Lee	37788
TaylorSwiftVEVO	115743
E! Entertainment	5585
Focus Features	35469
Complex	114669
grav3yardgirl	303985
TODAY	22224
TheOdd2sOut	96513
Teen Vogue	60664
Linus Tech Tips	83406
Lucas and Marcus	148140
Rooster Teeth	25193
Papa Jake	30153
Strictly Dumpling	14914
MBCentertainment	52822
Kurzgesagt – In a Nutshell	236878
Kelly Clarkson	47803
nigahiga	540409
Jaclyn Hill	115014
Charlie Puth	117682
Selena Gomez	837847
Michelle Khare	33421
johnmayerVEVO	74908
NikkieTutorials	156861
SamSmithWorldVEVO	344234
MeghanTrainorVEVO	40608
Bleacher Report	22413
Cobra Kai	31955
davematthewsbandVEVO	5518
Team Coco	62882
emmymadeinjapan	8541
TED	60671
EnriqueIglesiasVEVO	237959
Nintendo	40287
Studio C	12864
VH1	215751
Architectural Digest	11929
OmarGoshTV	51926
ABC News (Australia)	48923
Gallant	8884
ChildishGambinoVEVO	5023450
Olivia Jade	22781
Sidemen	79838
FaZe Rug	78731
Kanye West - Topic	17282
Team Edge	23068
Gorillaz	613231
FBE	17314
Maroon5VEVO	1547821
Jaclyn Hill	43992
The 1975	94875
ibighit	1624230
ESPN	7979
Safiya Nygaard	164650
Jimmy Kimmel Live	11326
Clean Bandit	184478
AsapSCIENCE	18220
keshaVEVO	57893
Because Science	18889
The View	4536
colinfurze	89981
Netflix	8881
Smosh	73114
KeithUrbanVEVO	5273
5SOSVEVO	43578
Gabbie Hanna	271562
The Daily Show with Trevor Noah	15149
GQ	28534
Marshmello	163793
Simone Giertz	115525
HellthyJunkFood	10629
itsAlexClark	38790
FoxStarHindi	680611
SciShow	12351
America's Got Talent	33818
Entertainment Tonight	4193
Erika Costell	154215
Skip and Shannon: UNDISPUTED	5579
weezer	91909
TheEllenShow	10483
MaggieRogersVEVO	8471
Markiplier	105564
As/Is	19030
James Charles	142307
Screen Junkies	52766
DALLMYD	44030
Good Mythical Morning	48204
Britain's Got Talent	22052
CNN	14900
JunsKitchen	178047
Kandee Johnson	63593
The Film Theorists	122974
Daily Dose Of Internet	60688
Bachelor Nation on ABC	1158
BuzzFeedVideo	93385
MatthewSantoro	16379
Simon's Cat	36384
FOX Soccer	8738
BANGTANTV	1081236
Eh Bee Family	24790
Tasty	58960
Disney Movie Trailers	145298
Matthias	68669
MLG Highlights	19431
Amber Scholl	56152
Philip DeFranco	142836
JelloApocalypse	69669
Jake Paul	87246
Brave Wilderness	60879
DanTDM	38579
REACT	34288
Tati	55288
jacksfilms	53573
The Graham Norton Show	13286
The Late Late Show with James Corden	174784
Late Night with Seth Meyers	5540
NickyJamTV	246021
Tia Mowry's Quick Fix	15401
The Late Show with Stephen Colbert	15473
John Mayer	147430
AzealiaBanksVEVO	81000
H O N N E	13025
The Sims	74367
ArianaGrandeVevo	127903
Domics	158887
Mr. Kate	66811
WIRED	89643
Panic! At The Disco	197205
Will Smith	128289
Lauv	36551
CAguileraVEVO	460489
ZaynVEVO	579240
DidYouKnowGaming?	7268
TED-Ed	11375
BBCRadio1VEVO	25484
The Tonight Show Starring Jimmy Fallon	5952
camelsandfriends	25928
Bad Lip Reading	272068
The Voice	13530
PBS Eons	41823
KathleenLights	27709
Nat Geo WILD	16318
Dude Perfect	404031
IFC Films	3281
American Idol	19160
Rudy Mancuso	189759
Warner Bros. Pictures	122437
LOL Network	9289
ShawnMendesVEVO	24143
Bon Appétit	22978
Saturday Night Live	65282
CrazyRussianHacker	27236
miniminter	104169
The King of Random	12258
NickiMinajAtVEVO	183596
The Game Theorists	119162
LaurDIY	98365
Lucas the Spider	258007
Bill Gates	10720
NBC Sports	2253
Daddy Yankee	599227
BBC Sport	9645
SZAVEVO	203807
Dan And Shay	34215
FifthHarmonyVEVO	629374
AaronsAnimals	35816
BuzzFeed Celeb	621416
zefrank1	57732
Brad Mondo	46554
Call of Duty	348498
BackstreetBoysVEVO	410780
Binging with Babish	34980
SigridVEVO	61087
CalumScottVEVO	138547
Movieclips Trailers	55651
JennaMarbles	332538
You Suck At Cooking	34006
Paramount Pictures	171508
Dragonfoxgirl	329641
20th Century Fox	340595
jacksepticeye	54556
Laura Lee	37875
TaylorSwiftVEVO	116347
E! Entertainment	5620
Focus Features	35516
Complex	115005
grav3yardgirl	304297
TODAY	22322
TheOdd2sOut	96963
Teen Vogue	61438
Vox	23575
Linus Tech Tips	83567
Lucas and Marcus	149538
Rooster Teeth	25213
Strictly Dumpling	14980
MBCentertainment	53006
Kurzgesagt – In a Nutshell	237721
Kelly Clarkson	48173
nigahiga	542352
Charlie Puth	118601
Selena Gomez	851738
Michelle Khare	33517
johnmayerVEVO	75380
NikkieTutorials	157242
SamSmithWorldVEVO	346879
MeghanTrainorVEVO	40742
Bleacher Report	22461
Cobra Kai	32053
davematthewsbandVEVO	5575
Team Coco	63438
TED	60913
EnriqueIglesiasVEVO	241443
Nintendo	40406
Studio C	12886
VH1	216886
Architectural Digest	12069
OmarGoshTV	52027
Gallant	8976
ABC News (Australia)	49782
The Game Theorists	117928
Mark Wiens	17188
HellthyJunkFood	11264
Sidemen	140144
Britain's Got Talent	14817
Tasty	128816
CrazyRussianHacker	26492
FaZe Rug	89028
BuzzFeedVideo	56045
radiodisney	166958
Kanye West - Topic	24448
Team Edge	25635
Gorillaz	677780
FBE	19181
Maroon5VEVO	1780856
Jaclyn Hill	49059
The 1975	106428
ibighit	1695105
ESPN	8444
Safiya Nygaard	173222
Jimmy Kimmel Live	13592
Clean Bandit	207314
AsapSCIENCE	19882
keshaVEVO	62536
Because Science	21471
The View	6114
colinfurze	97139
devinsupertramp	8642
Netflix	10192
KeithUrbanVEVO	6894
5SOSVEVO	46453
Smosh	75829
Gabbie Hanna	297097
The Daily Show with Trevor Noah	15657
GQ	30353
Marshmello	175706
Simone Giertz	117035
FoxStarHindi	711812
itsAlexClark	39771
SciShow	13051
Entertainment Tonight	4419
Skip and Shannon: UNDISPUTED	5697
America's Got Talent	37079
Erika Costell	160171
weezer	96396
TheEllenShow	10881
MaggieRogersVEVO	9201
Good Morning America	8739
As/Is	19558
Markiplier	108610
Screen Junkies	54105
James Charles	146833
DALLMYD	44661
Good Mythical Morning	48557
CNN	15055
JunsKitchen	180610
Kandee Johnson	64782
The Film Theorists	124544
Daily Dose Of Internet	61187
Bachelor Nation on ABC	1174
MatthewSantoro	16736
Simon's Cat	37001
FOX Soccer	8774
BANGTANTV	1090400
Eh Bee Family	25108
Disney Movie Trailers	148998
Matthias	69809
MLG Highlights	19442
Amber Scholl	56502
Philip DeFranco	143008
JelloApocalypse	70589
Jake Paul	88038
Brave Wilderness	61388
DanTDM	38753
REACT	34787
jacksfilms	53940
Tati	55851
The Graham Norton Show	13391
The Late Late Show with James Corden	177235
Late Night with Seth Meyers	5600
NickyJamTV	252761
Tia Mowry's Quick Fix	15583
The Late Show with Stephen Colbert	15623
John Mayer	150802
AzealiaBanksVEVO	82488
H O N N E	13309
The Sims	74839
ArianaGrandeVevo	129179
Domics	159765
Mr. Kate	67578
Panic! At The Disco	199647
WIRED	90922
Will Smith	129793
Lauv	37290
ZaynVEVO	587144
CAguileraVEVO	468831
DidYouKnowGaming?	7372
TED-Ed	11469
BBCRadio1VEVO	25821
The Tonight Show Starring Jimmy Fallon	6009
camelsandfriends	27044
Bad Lip Reading	273528
The Voice	13582
PBS Eons	42204
KathleenLights	27837
Nat Geo WILD	16697
Dude Perfect	405952
IFC Films	3389
American Idol	19256
Rudy Mancuso	190758
Warner Bros. Pictures	122638
LOL Network	9422
ShawnMendesVEVO	24337
Bon Appétit	23064
Saturday Night Live	65499
miniminter	105205
The King of Random	12280
NickiMinajAtVEVO	184267
LaurDIY	99120
Lucas the Spider	258961
Bill Gates	10918
Daddy Yankee	604280
SZAVEVO	204668
Dan And Shay	35169
FifthHarmonyVEVO	634470
AaronsAnimals	36214
BuzzFeed Celeb	626770
zefrank1	57900
Brad Mondo	46756
Call of Duty	349481
BackstreetBoysVEVO	414909
Binging with Babish	35049
SigridVEVO	62450
CalumScottVEVO	140344
Movieclips Trailers	55981
JennaMarbles	332955
You Suck At Cooking	34088
Paramount Pictures	172601
Dragonfoxgirl	332916
20th Century Fox	341526
jacksepticeye	54642
Laura Lee	37954
TaylorSwiftVEVO	116929
E! Entertainment	5645
Focus Features	35555
Complex	115293
grav3yardgirl	304578
TODAY	22433
Teen Vogue	62095
TheOdd2sOut	97418
Vox	23751
Linus Tech Tips	83741
Lucas and Marcus	151029
Rooster Teeth	25229
Strictly Dumpling	15056
MBCentertainment	53199
Kurzgesagt – In a Nutshell	238511
Kelly Clarkson	48455
nigahiga	544906
Charlie Puth	119395
Selena Gomez	864196
Michelle Khare	33661
johnmayerVEVO	75772
NikkieTutorials	157564
SamSmithWorldVEVO	349364
MeghanTrainorVEVO	40851
CBC News	3653
Bleacher Report	22504
davematthewsbandVEVO	5624
Cobra Kai	32139
Team Coco	64077
TED	61164
EnriqueIglesiasVEVO	244341
ITV	4639
Nintendo	40468
Studio C	12920
Walt Disney Animation Studios	76630
Apple	68126
Good Mythical Morning	30027
The Game Theorists	160586
A&E	2488
Amazon Studios	6927
MeghanTrainorVEVO	55326
CNN	2940
ESPN	12912
Britain's Got Talent	28050
Jimmy Kimmel Live	3477
Mark Wiens	21806
HellthyJunkFood	15064
bulletvalentineVEVO	21161
Sidemen	157769
Casey Holmes	15784
Tasty	155027
CrazyRussianHacker	29336
BuzzFeedVideo	69945
FaZe Rug	94881
radiodisney	188030
Kanye West - Topic	28527
Team Edge	27175
Gorillaz	722299
FBE	20039
Jaclyn Hill	51838
devinsupertramp	12387
Maroon5VEVO	1958581
The 1975	112713
ibighit	1730603
Safiya Nygaard	177879
Clean Bandit	229850
AsapSCIENCE	20779
keshaVEVO	65623
Because Science	23471
The View	7077
colinfurze	104265
Netflix	10918
5SOSVEVO	48470
KeithUrbanVEVO	8230
Smosh	78474
Gabbie Hanna	310607
The Daily Show with Trevor Noah	15949
Simone Giertz	118014
Marshmello	184574
GQ	31591
FoxStarHindi	726240
SciShow	13413
itsAlexClark	40356
Entertainment Tonight	4520
America's Got Talent	39657
Erika Costell	164537
Skip and Shannon: UNDISPUTED	5765
weezer	99196
TheEllenShow	11099
Good Morning America	9593
MaggieRogersVEVO	9684
As/Is	19976
Markiplier	110748
Screen Junkies	55419
James Charles	149800
DALLMYD	45066
JunsKitchen	182586
Kandee Johnson	65562
The Film Theorists	125567
Daily Dose Of Internet	61489
Bachelor Nation on ABC	1190
MatthewSantoro	16940
Simon's Cat	37469
FOX Soccer	8798
BANGTANTV	1096727
Eh Bee Family	25335
Disney Movie Trailers	151274
Matthias	70608
Brave Wilderness	61758
MLG Highlights	19440
Amber Scholl	56781
JelloApocalypse	71281
Philip DeFranco	143203
Jake Paul	88755
REACT	35069
DanTDM	38883
jacksfilms	54289
Tati	56273
The Graham Norton Show	13491
The Late Late Show with James Corden	179872
Late Night with Seth Meyers	5700
NickyJamTV	258879
Tia Mowry's Quick Fix	15740
The Late Show with Stephen Colbert	15808
John Mayer	154983
AzealiaBanksVEVO	83682
H O N N E	13597
The Sims	75213
ArianaGrandeVevo	130331
Domics	160351
Mr. Kate	68251
WIRED	92084
Will Smith	131127
Lauv	37964
ZaynVEVO	594551
CAguileraVEVO	475400
DidYouKnowGaming?	7466
Panic! At The Disco	202237
BBCRadio1VEVO	26177
The Tonight Show Starring Jimmy Fallon	6157
camelsandfriends	28079
Bad Lip Reading	274544
The Voice	13631
PBS Eons	42552
KathleenLights	27934
Nat Geo WILD	17022
Dude Perfect	408367
IFC Films	3488
American Idol	19343
Rudy Mancuso	191567
